user_id,date,steps,calories_burned,distance_km,active_minutes,sleep_hours,heart_rate_avg,workout_type,weather_conditions,location,mood,sleep_quantile,day_of_week,below_avg_sleep,workout_intensity
177,2023-11-26,21308,3953.31,19.0,566,2.9,170,Gym Workout,Fog,Gym,Neutral,0,Sunday,1,High
685,2025-09-14,20078,2000.8,14.31,321,1.7,69,Cycling,Fog,Other,Happy,0,Sunday,1,Medium
525,2023-03-07,25822,1828.1,14.99,1018,3.0,91,,Fog,Office,Happy,0,Tuesday,1,
959,2025-06-28,3010,2613.99,15.23,325,0.5,90,Cycling,Rain,Park,Stressed,0,Saturday,1,Medium
841,2024-12-22,11111,2069.82,3.66,990,0.8,65,Yoga,Fog,Office,Tired,0,Sunday,1,Low
249,2025-06-13,4630,2452.38,7.85,126,0.9,88,Running,Rain,Gym,Tired,0,Friday,1,High
849,2023-04-07,8408,2552.11,7.63,1256,1.3,109,Walking,Fog,Home,Neutral,0,Friday,1,Low
156,2024-02-03,17747,2000.91,4.01,1285,0.2,153,Running,Clear,Home,Tired,0,Saturday,1,High
262,2025-09-17,717,3579.76,7.85,142,2.4,128,Cycling,Snow,Other,Tired,0,Wednesday,1,Medium
852,2024-02-20,24574,3546.07,12.05,1428,2.0,169,Running,Rain,Gym,Tired,0,Tuesday,1,High
33,2023-04-26,19870,2913.35,17.47,43,1.4,64,Gym Workout,Clear,Park,Neutral,0,Wednesday,1,High
514,2023-03-25,19192,2416.53,15.74,1279,1.1,96,Gym Workout,Snow,Park,Stressed,0,Saturday,1,High
750,2023-12-23,4724,2837.76,10.74,575,1.2,156,Swimming,Clear,Office,Tired,0,Saturday,1,Medium
124,2024-09-12,29818,3347.11,4.03,685,2.9,126,Swimming,Rain,Other,Stressed,0,Thursday,1,Medium
269,2023-07-16,25292,2000.22,2.04,980,1.5,146,Gym Workout,Snow,Other,Tired,0,Sunday,1,High
709,2025-05-15,8179,1722.58,8.99,1113,1.4,161,Running,Clear,Office,Tired,0,Thursday,1,High
91,2023-12-27,11153,1697.47,7.42,864,0.4,111,,Clear,Other,Happy,0,Wednesday,1,
364,2023-02-04,4171,3074.73,0.39,1154,2.0,124,,Rain,Office,Stressed,0,Saturday,1,
132,2023-10-30,13485,1942.88,13.96,353,1.3,63,Swimming,Clear,Home,Happy,0,Monday,1,Medium
80,2024-03-21,22651,2456.83,5.89,1194,0.9,105,Swimming,Snow,Home,Stressed,0,Thursday,1,Medium
269,2024-01-20,16320,3547.44,7.18,1321,1.5,123,Swimming,Clear,Office,Neutral,0,Saturday,1,Medium
865,2024-10-11,20335,3159.19,14.32,1264,3.0,124,Running,Rain,Home,Neutral,0,Friday,1,High
186,2024-04-05,25446,3507.05,17.02,96,2.6,157,Gym Workout,Clear,Home,Neutral,0,Friday,1,High
280,2024-11-15,29570,1604.6,1.27,706,1.6,64,Walking,Snow,Park,Tired,0,Friday,1,Low
808,2023-03-01,29745,3370.29,15.51,68,1.9,141,Gym Workout,Snow,Other,Happy,0,Wednesday,1,High
158,2025-06-08,24434,2616.34,18.34,721,2.5,83,Running,Fog,Home,Stressed,0,Sunday,1,High
21,2025-06-29,25466,3530.01,13.26,1165,1.8,96,Gym Workout,Fog,Park,Stressed,0,Sunday,1,High
786,2025-07-27,14882,1941.42,16.75,674,2.2,149,,Rain,Gym,Stressed,0,Sunday,1,
130,2024-05-24,27189,3100.14,8.31,361,0.7,97,Cycling,Snow,Other,Tired,0,Friday,1,Medium
68,2023-08-14,19697,2780.29,14.74,885,2.0,138,Swimming,Rain,Gym,Tired,0,Monday,1,Medium
345,2025-03-31,14365,2706.38,17.09,319,0.2,169,Swimming,Snow,Park,Stressed,0,Monday,1,Medium
758,2024-08-14,8730,3176.47,11.53,948,2.6,128,Swimming,Snow,Other,Neutral,0,Wednesday,1,Medium
675,2023-01-04,29703,3556.96,19.46,147,2.5,140,,Rain,Other,Neutral,0,Wednesday,1,
802,2025-07-17,17372,2970.11,3.15,1221,0.8,114,Gym Workout,Fog,Office,Tired,0,Thursday,1,High
339,2025-02-18,4480,3360.97,7.23,467,2.4,111,Yoga,Clear,Office,Neutral,0,Tuesday,1,Low
786,2023-02-09,21518,2559.22,4.12,976,1.7,62,Cycling,Snow,Gym,Stressed,0,Thursday,1,Medium
106,2025-02-15,4641,1522.35,4.16,766,0.2,69,Cycling,Clear,Home,Tired,0,Saturday,1,Medium
732,2023-12-09,19019,3535.9,3.45,823,2.9,108,Running,Snow,Park,Stressed,0,Saturday,1,High
423,2024-06-07,4654,3268.12,5.12,513,0.3,87,Walking,Clear,Gym,Neutral,0,Friday,1,Low
426,2024-06-08,26648,1522.3,12.36,84,1.2,90,Cycling,Snow,Office,Tired,0,Saturday,1,Medium
201,2024-05-04,16960,1664.83,10.9,1074,0.1,153,Running,Clear,Gym,Neutral,0,Saturday,1,High
880,2023-04-02,12941,3383.93,10.4,294,0.5,72,Swimming,Clear,Home,Stressed,0,Sunday,1,Medium
766,2023-04-04,931,3352.42,18.23,491,2.8,87,Walking,Clear,Park,Neutral,0,Tuesday,1,Low
173,2025-09-26,13882,3576.74,8.16,679,0.3,104,Gym Workout,Clear,Home,Happy,0,Friday,1,High
5,2024-06-17,12755,2069.08,2.61,366,2.0,80,Gym Workout,Rain,Office,Stressed,0,Monday,1,High
79,2025-08-08,2908,3923.56,0.26,1312,0.8,68,Running,Fog,Office,Tired,0,Friday,1,High
779,2023-08-17,2173,1797.91,4.93,1158,0.3,162,Swimming,Clear,Home,Happy,0,Thursday,1,Medium
461,2023-02-28,26943,3548.62,16.55,1190,1.7,165,Swimming,Fog,Home,Stressed,0,Tuesday,1,Medium
876,2023-05-02,22973,2394.24,17.8,753,0.7,71,Cycling,Rain,Office,Neutral,0,Tuesday,1,Medium
994,2025-04-16,3881,3680.01,1.61,200,1.5,101,Swimming,Fog,Park,Happy,0,Wednesday,1,Medium
107,2024-11-25,16630,2747.53,9.31,776,1.7,120,Walking,Snow,Other,Neutral,0,Monday,1,Low
911,2024-07-03,20720,1906.53,14.37,612,0.6,165,Gym Workout,Rain,Home,Happy,0,Wednesday,1,High
834,2025-09-22,7528,2788.05,14.12,1211,2.3,112,Yoga,Clear,Park,Stressed,0,Monday,1,Low
389,2024-03-30,16268,3389.41,16.25,1024,3.0,68,Cycling,Clear,Gym,Stressed,0,Saturday,1,Medium
429,2024-08-21,27368,3655.14,2.58,651,0.6,165,Walking,Clear,Gym,Neutral,0,Wednesday,1,Low
905,2024-09-03,27505,1697.92,1.78,1043,0.6,146,Cycling,Clear,Park,Happy,0,Tuesday,1,Medium
279,2023-09-03,8442,3406.62,19.6,1030,0.0,71,Cycling,Fog,Home,Tired,0,Sunday,1,Medium
527,2023-02-11,6534,1921.49,19.11,1210,2.7,121,Running,Rain,Home,Neutral,0,Saturday,1,High
785,2024-10-28,4522,3420.61,4.23,669,0.1,141,Swimming,Snow,Home,Neutral,0,Monday,1,Medium
178,2024-08-27,13835,3612.24,5.56,988,2.6,173,,Fog,Home,Tired,0,Tuesday,1,
771,2024-05-01,19848,2248.9,12.83,738,0.6,161,Yoga,Snow,Office,Neutral,0,Wednesday,1,Low
233,2025-05-22,7866,3299.62,16.09,899,1.3,75,Yoga,Rain,Office,Neutral,0,Thursday,1,Low
347,2023-04-23,195,3909.47,9.2,781,0.3,74,,Rain,Home,Neutral,0,Sunday,1,
462,2025-01-14,29784,2929.97,16.18,931,0.6,86,Swimming,Rain,Home,Neutral,0,Tuesday,1,Medium
734,2023-02-06,11962,3606.66,17.22,549,3.0,166,Gym Workout,Clear,Other,Neutral,0,Monday,1,High
929,2023-05-15,25271,3958.5,14.73,755,1.9,178,,Clear,Office,Neutral,0,Monday,1,
252,2025-01-10,11060,3842.08,8.13,747,1.7,120,Walking,Fog,Other,Stressed,0,Friday,1,Low
291,2025-08-16,1777,2977.27,0.6,258,2.3,123,,Rain,Gym,Tired,0,Saturday,1,
639,2023-07-22,16823,2592.49,19.51,477,1.6,111,Walking,Rain,Home,Tired,0,Saturday,1,Low
979,2024-04-14,17695,3149.44,16.62,476,2.1,124,Swimming,Clear,Home,Stressed,0,Sunday,1,Medium
610,2023-02-24,13075,1856.4,6.18,680,0.3,164,Running,Clear,Park,Tired,0,Friday,1,High
578,2023-11-20,5591,3013.67,0.51,655,2.9,106,Gym Workout,Rain,Park,Neutral,0,Monday,1,High
54,2023-08-22,21237,1736.79,5.99,1211,0.1,178,Cycling,Snow,Home,Neutral,0,Tuesday,1,Medium
424,2024-02-12,12274,3498.09,6.7,1095,2.2,108,Cycling,Fog,Gym,Stressed,0,Monday,1,Medium
779,2025-06-09,21986,3414.22,11.77,1359,3.0,72,,Clear,Other,Happy,0,Monday,1,
722,2023-01-29,22594,2659.98,14.0,1208,2.8,155,Yoga,Fog,Office,Stressed,0,Sunday,1,Low
517,2023-04-29,829,2054.6,0.05,249,0.3,155,Yoga,Rain,Home,Tired,0,Saturday,1,Low
729,2025-05-03,21611,3278.2,19.53,180,0.1,162,Walking,Clear,Home,Neutral,0,Saturday,1,Low
18,2023-07-24,24841,3532.57,3.51,15,1.4,92,Walking,Fog,Park,Tired,0,Monday,1,Low
73,2023-03-04,28078,2066.68,17.42,1390,2.1,111,Cycling,Fog,Gym,Happy,0,Saturday,1,Medium
624,2023-04-25,22323,3219.5,3.01,168,2.2,166,Swimming,Rain,Home,Neutral,0,Tuesday,1,Medium
676,2024-08-11,9179,2886.97,4.86,497,2.4,158,Walking,Fog,Gym,Neutral,0,Sunday,1,Low
117,2025-07-23,4349,3108.69,19.15,376,2.2,164,Yoga,Snow,Other,Stressed,0,Wednesday,1,Low
607,2025-05-27,15729,2261.07,1.75,1068,3.0,167,Swimming,Clear,Home,Happy,0,Tuesday,1,Medium
44,2024-02-14,10250,1545.01,4.62,1410,0.6,78,Running,Snow,Other,Tired,0,Wednesday,1,High
86,2025-05-21,24040,3978.3,9.96,210,1.1,119,,Snow,Gym,Stressed,0,Wednesday,1,
821,2024-07-07,22472,3124.38,7.11,454,2.7,98,Running,Clear,Other,Stressed,0,Sunday,1,High
821,2023-11-14,18108,2751.79,0.12,376,0.7,126,Swimming,Clear,Home,Tired,0,Tuesday,1,Medium
193,2024-10-22,29650,1824.74,17.33,431,2.0,143,Running,Clear,Home,Tired,0,Tuesday,1,High
329,2025-09-18,21036,2805.92,1.34,528,0.9,79,Yoga,Clear,Home,Happy,0,Thursday,1,Low
40,2023-07-02,354,2930.62,19.46,122,1.1,139,,Snow,Office,Tired,0,Sunday,1,
213,2024-10-10,18116,2431.34,14.5,965,0.8,138,Running,Clear,Home,Stressed,0,Thursday,1,High
782,2024-06-16,29886,2676.71,18.4,440,1.3,134,Yoga,Clear,Home,Tired,0,Sunday,1,Low
192,2025-07-03,1512,3069.7,12.79,138,1.8,67,Yoga,Clear,Other,Stressed,0,Thursday,1,Low
385,2025-07-11,17153,2267.85,1.99,1435,1.2,68,Gym Workout,Fog,Park,Stressed,0,Friday,1,High
633,2023-05-03,8907,3981.66,0.44,41,0.8,163,Gym Workout,Clear,Gym,Happy,0,Wednesday,1,High
499,2025-09-07,26996,2866.23,2.32,34,0.1,112,Gym Workout,Snow,Other,Happy,0,Sunday,1,High
778,2023-08-31,4939,2783.47,9.14,41,1.3,90,Running,Clear,Office,Neutral,0,Thursday,1,High
869,2024-12-02,10163,2435.08,5.07,651,0.9,84,,Fog,Gym,Happy,0,Monday,1,
963,2024-02-09,11121,3983.91,4.83,603,0.8,160,,Rain,Park,Tired,0,Friday,1,
43,2023-03-31,23906,2662.03,15.87,399,2.0,111,Walking,Rain,Park,Neutral,0,Friday,1,Low
136,2024-10-05,9926,3286.98,4.91,387,0.0,136,,Fog,Home,Neutral,0,Saturday,1,
747,2023-06-18,14898,3145.02,8.01,1093,0.6,116,Walking,Rain,Office,Happy,0,Sunday,1,Low
129,2025-02-03,1501,3598.44,0.48,1200,0.4,146,Swimming,Rain,Other,Tired,0,Monday,1,Medium
985,2024-01-19,14618,3929.95,10.43,407,0.3,179,Gym Workout,Snow,Gym,Stressed,0,Friday,1,High
544,2024-10-20,3395,1509.65,19.07,1180,2.0,177,Walking,Fog,Park,Tired,0,Sunday,1,Low
721,2025-04-11,17843,1832.55,7.22,950,2.4,97,,Snow,Gym,Neutral,0,Friday,1,
382,2025-02-28,13458,3704.71,19.32,1112,2.9,179,Yoga,Fog,Park,Stressed,0,Friday,1,Low
946,2024-05-27,4461,2289.6,11.48,643,0.5,76,Gym Workout,Snow,Home,Tired,0,Monday,1,High
640,2025-05-20,18573,2072.32,0.14,1342,2.7,75,Yoga,Snow,Home,Neutral,0,Tuesday,1,Low
474,2023-02-18,6196,2513.98,1.84,804,2.4,63,,Snow,Gym,Stressed,0,Saturday,1,
142,2023-09-23,5785,2871.9,10.28,122,0.2,132,Cycling,Clear,Park,Stressed,0,Saturday,1,Medium
422,2024-02-23,22108,3054.64,15.27,320,3.0,148,,Rain,Gym,Happy,0,Friday,1,
117,2025-08-01,21583,3499.18,12.23,1344,1.1,166,Running,Rain,Office,Happy,0,Friday,1,High
951,2024-01-22,6442,2848.34,4.94,197,0.7,161,Swimming,Fog,Other,Neutral,0,Monday,1,Medium
795,2023-02-24,8687,2427.39,4.07,214,0.0,142,Gym Workout,Clear,Home,Neutral,0,Friday,1,High
401,2023-09-24,19278,2432.31,4.67,1167,2.6,72,Gym Workout,Fog,Gym,Neutral,0,Sunday,1,High
15,2024-09-23,16043,3370.05,5.42,980,1.6,142,Swimming,Fog,Park,Tired,0,Monday,1,Medium
939,2023-10-10,12345,1778.82,9.07,7,1.3,115,Swimming,Rain,Park,Neutral,0,Tuesday,1,Medium
79,2024-04-11,1061,3154.39,0.91,171,0.3,64,,Rain,Gym,Tired,0,Thursday,1,
584,2024-10-31,29494,3445.68,5.76,517,2.9,110,Yoga,Snow,Gym,Neutral,0,Thursday,1,Low
49,2024-03-02,1954,2341.9,19.8,642,1.1,86,Gym Workout,Rain,Office,Stressed,0,Saturday,1,High
393,2024-11-12,9122,3887.05,5.92,18,1.0,144,Cycling,Fog,Park,Happy,0,Tuesday,1,Medium
677,2024-01-24,9639,3203.19,14.65,1240,0.1,164,Running,Clear,Office,Neutral,0,Wednesday,1,High
847,2023-09-21,210,3589.42,12.56,1220,2.9,129,Gym Workout,Clear,Other,Happy,0,Thursday,1,High
29,2024-12-20,19048,2710.41,3.06,377,2.7,167,Cycling,Snow,Home,Happy,0,Friday,1,Medium
746,2024-06-08,20248,2635.74,14.19,188,1.0,71,Yoga,Fog,Gym,Stressed,0,Saturday,1,Low
13,2023-10-28,2813,3267.25,2.57,843,1.7,61,Swimming,Clear,Park,Tired,0,Saturday,1,Medium
334,2023-09-17,20949,3257.83,3.3,1159,2.0,168,,Rain,Gym,Happy,0,Sunday,1,
983,2024-08-15,24807,3975.91,11.98,1360,0.6,111,,Clear,Gym,Neutral,0,Thursday,1,
423,2025-04-21,5760,2756.44,0.96,596,0.1,157,Cycling,Rain,Home,Happy,0,Monday,1,Medium
120,2023-12-06,23773,2648.39,17.73,1388,0.5,159,Gym Workout,Snow,Gym,Tired,0,Wednesday,1,High
61,2023-06-25,18835,1995.6,2.22,765,2.0,65,Yoga,Clear,Home,Happy,0,Sunday,1,Low
527,2024-05-11,28156,1886.09,13.21,670,1.4,86,Running,Clear,Park,Neutral,0,Saturday,1,High
285,2024-01-12,9929,3940.47,12.98,1031,0.1,138,Running,Rain,Home,Neutral,0,Friday,1,High
51,2025-02-10,7888,2210.31,5.78,574,1.2,78,Walking,Fog,Office,Stressed,0,Monday,1,Low
320,2023-05-28,20853,1808.15,9.02,318,1.5,155,Gym Workout,Fog,Other,Stressed,0,Sunday,1,High
690,2023-02-10,8050,3138.32,9.37,1284,2.1,121,Yoga,Fog,Office,Stressed,0,Friday,1,Low
274,2023-03-16,22990,2449.01,9.07,1295,2.2,68,Yoga,Rain,Other,Happy,0,Thursday,1,Low
489,2025-05-16,19371,2435.64,18.18,84,0.1,141,Running,Clear,Gym,Neutral,0,Friday,1,High
648,2024-09-22,19954,3933.94,17.13,1155,2.3,72,,Snow,Gym,Happy,0,Sunday,1,
768,2024-08-17,16810,1692.62,16.87,844,2.9,123,Gym Workout,Rain,Office,Tired,0,Saturday,1,High
823,2024-06-01,19980,2666.29,9.21,1350,1.6,151,,Clear,Home,Stressed,0,Saturday,1,
765,2024-01-30,444,2329.93,14.73,35,1.0,83,Walking,Rain,Park,Happy,0,Tuesday,1,Low
307,2025-02-27,13916,2354.67,2.86,1370,0.9,76,Cycling,Clear,Gym,Tired,0,Thursday,1,Medium
613,2024-05-04,13840,3031.99,7.26,919,2.7,153,Swimming,Rain,Park,Happy,0,Saturday,1,Medium
329,2023-01-01,9056,1510.69,16.43,1067,2.9,99,,Fog,Park,Neutral,0,Sunday,1,
559,2023-01-07,11855,1838.98,19.04,664,1.0,93,Gym Workout,Rain,Office,Stressed,0,Saturday,1,High
887,2023-06-13,27083,2718.04,11.65,62,1.4,135,Yoga,Snow,Other,Happy,0,Tuesday,1,Low
71,2023-09-05,3985,3154.04,4.78,696,2.0,175,Yoga,Snow,Park,Happy,0,Tuesday,1,Low
739,2024-10-11,456,3312.74,10.61,611,0.6,172,Cycling,Snow,Park,Neutral,0,Friday,1,Medium
352,2023-06-08,7371,3397.08,7.17,1264,2.9,61,Yoga,Fog,Park,Stressed,0,Thursday,1,Low
74,2023-11-30,24947,2787.41,3.19,198,2.8,152,Swimming,Rain,Other,Stressed,0,Thursday,1,Medium
872,2025-09-13,13549,1767.61,14.08,787,0.0,168,,Rain,Home,Tired,0,Saturday,1,
691,2024-10-28,10915,1716.67,16.53,382,2.3,70,Swimming,Rain,Park,Stressed,0,Monday,1,Medium
29,2023-08-31,17095,3448.09,3.53,672,2.5,81,Swimming,Snow,Home,Neutral,0,Thursday,1,Medium
850,2024-06-04,5846,2303.42,9.74,46,2.9,82,,Rain,Park,Tired,0,Tuesday,1,
868,2024-04-11,25410,2654.9,1.28,207,2.2,91,Walking,Fog,Other,Stressed,0,Thursday,1,Low
164,2025-03-21,24419,3020.28,13.7,599,2.6,85,Swimming,Fog,Park,Happy,0,Friday,1,Medium
809,2023-02-11,19566,3629.27,19.25,510,1.6,64,Gym Workout,Snow,Park,Neutral,0,Saturday,1,High
898,2024-10-25,24012,2040.97,13.86,305,1.9,90,Gym Workout,Rain,Park,Tired,0,Friday,1,High
134,2025-04-12,29502,3766.34,3.37,839,1.2,139,Walking,Snow,Office,Tired,0,Saturday,1,Low
458,2024-11-17,29764,3981.12,0.56,1272,0.1,163,Running,Clear,Home,Happy,0,Sunday,1,High
935,2023-06-01,24512,3243.67,1.39,790,2.5,139,Cycling,Clear,Office,Tired,0,Thursday,1,Medium
309,2023-07-05,9571,1518.19,0.37,135,0.6,74,Cycling,Fog,Park,Tired,0,Wednesday,1,Medium
776,2023-04-24,25070,2637.9,15.99,515,1.8,124,Running,Snow,Office,Neutral,0,Monday,1,High
785,2024-07-27,6225,1602.9,9.35,631,1.1,101,Walking,Rain,Gym,Happy,0,Saturday,1,Low
480,2023-07-22,21393,3945.51,8.44,686,1.6,136,Gym Workout,Rain,Park,Tired,0,Saturday,1,High
274,2024-05-12,6703,3154.86,2.96,349,3.0,72,Running,Clear,Other,Tired,0,Sunday,1,High
886,2025-09-25,13358,3524.35,3.59,90,1.4,164,Running,Fog,Other,Happy,0,Thursday,1,High
178,2023-04-24,17368,2445.55,1.59,1158,0.4,138,,Rain,Home,Neutral,0,Monday,1,
831,2023-08-21,26359,1831.5,3.9,210,1.4,124,Walking,Clear,Park,Tired,0,Monday,1,Low
323,2024-05-22,14931,3994.79,19.01,1067,2.4,132,Cycling,Clear,Home,Happy,0,Wednesday,1,Medium
419,2025-08-30,17159,1897.24,13.94,1288,3.0,147,Walking,Fog,Other,Happy,0,Saturday,1,Low
472,2024-10-18,19439,3342.25,0.17,497,2.1,178,Cycling,Fog,Gym,Neutral,0,Friday,1,Medium
594,2024-09-03,15853,3598.32,14.62,574,2.1,151,Walking,Snow,Park,Tired,0,Tuesday,1,Low
245,2023-06-23,7067,2190.46,6.28,84,2.3,151,Running,Fog,Other,Stressed,0,Friday,1,High
676,2024-08-20,16958,2467.21,19.86,1141,2.0,135,Running,Rain,Park,Tired,0,Tuesday,1,High
590,2024-06-18,26803,2905.0,3.72,733,0.8,114,Cycling,Rain,Office,Tired,0,Tuesday,1,Medium
375,2024-11-01,5702,1651.7,12.0,68,1.8,82,Walking,Snow,Other,Neutral,0,Friday,1,Low
113,2023-03-20,20777,1801.48,2.21,758,2.8,85,Cycling,Fog,Gym,Neutral,0,Monday,1,Medium
137,2025-03-19,10969,1569.78,15.79,332,2.7,169,Walking,Rain,Office,Tired,0,Wednesday,1,Low
941,2023-05-02,16870,3030.32,19.98,353,2.6,118,Yoga,Fog,Other,Tired,0,Tuesday,1,Low
945,2023-01-18,16655,3480.89,9.42,1287,2.0,153,,Clear,Park,Happy,0,Wednesday,1,
143,2024-09-06,15999,2557.33,7.22,857,0.3,91,Walking,Rain,Home,Happy,0,Friday,1,Low
125,2024-03-23,16424,1986.99,1.38,9,1.5,128,,Fog,Gym,Happy,0,Saturday,1,
521,2024-01-17,7309,2005.04,11.67,106,2.7,141,Gym Workout,Rain,Home,Stressed,0,Wednesday,1,High
215,2025-06-19,26177,3796.19,17.86,790,1.0,142,Gym Workout,Fog,Home,Tired,0,Thursday,1,High
544,2025-06-21,21411,3522.16,18.03,793,2.5,126,Walking,Clear,Other,Happy,0,Saturday,1,Low
992,2025-04-11,22313,3985.65,15.17,951,0.5,165,Gym Workout,Rain,Other,Tired,0,Friday,1,High
957,2025-01-15,21993,3462.59,5.86,472,2.2,96,Cycling,Clear,Other,Neutral,0,Wednesday,1,Medium
114,2025-07-08,15135,2160.78,0.44,1095,0.7,134,Gym Workout,Snow,Other,Neutral,0,Tuesday,1,High
642,2023-09-30,16310,2740.57,3.53,624,1.2,72,Yoga,Rain,Other,Tired,0,Saturday,1,Low
694,2024-08-21,24828,2269.76,11.49,715,2.6,61,Running,Fog,Park,Stressed,0,Wednesday,1,High
14,2024-01-21,28959,3185.75,1.25,162,2.0,78,Yoga,Snow,Park,Neutral,0,Sunday,1,Low
64,2023-10-18,10955,1573.25,12.4,776,2.9,97,Yoga,Rain,Gym,Stressed,0,Wednesday,1,Low
586,2023-12-18,12666,1701.74,16.9,565,0.2,98,Swimming,Snow,Office,Stressed,0,Monday,1,Medium
551,2023-03-24,5038,2126.37,5.53,654,1.1,163,,Rain,Park,Tired,0,Friday,1,
144,2025-03-29,283,1918.4,6.44,667,2.4,70,Swimming,Clear,Park,Stressed,0,Saturday,1,Medium
697,2023-12-20,14390,3239.84,1.12,672,1.3,164,Gym Workout,Rain,Park,Neutral,0,Wednesday,1,High
160,2023-08-31,14277,2936.01,14.11,524,0.8,164,Yoga,Rain,Home,Stressed,0,Thursday,1,Low
737,2025-02-05,25308,2857.9,11.44,606,2.3,65,Running,Fog,Other,Neutral,0,Wednesday,1,High
486,2025-09-10,24050,3834.64,19.14,370,1.5,78,Walking,Snow,Home,Neutral,0,Wednesday,1,Low
147,2023-07-02,10972,3943.59,4.68,535,2.5,139,Swimming,Fog,Other,Tired,0,Sunday,1,Medium
963,2024-02-19,5287,3036.84,8.63,1156,0.7,89,Gym Workout,Snow,Office,Neutral,0,Monday,1,High
195,2025-03-23,21351,3277.33,13.7,1092,2.3,77,Walking,Snow,Other,Happy,0,Sunday,1,Low
540,2025-04-21,15757,3457.48,5.33,730,0.5,97,Swimming,Clear,Other,Neutral,0,Monday,1,Medium
574,2025-03-07,15389,3796.42,15.73,61,1.2,142,Yoga,Snow,Other,Happy,0,Friday,1,Low
560,2024-03-05,17917,2446.96,13.45,1099,2.9,143,,Fog,Park,Neutral,0,Tuesday,1,
456,2025-09-09,9961,3585.16,3.36,621,2.2,64,Gym Workout,Snow,Home,Happy,0,Tuesday,1,High
453,2024-09-29,20258,3879.4,6.87,1207,1.4,134,Swimming,Fog,Office,Happy,0,Sunday,1,Medium
755,2025-06-21,2138,2927.72,6.5,235,2.1,85,Swimming,Rain,Home,Tired,0,Saturday,1,Medium
303,2025-08-15,16704,1700.59,14.16,1092,2.7,153,Cycling,Rain,Other,Happy,0,Friday,1,Medium
173,2024-04-14,12751,2053.71,13.48,355,0.4,82,Walking,Rain,Home,Neutral,0,Sunday,1,Low
314,2025-06-26,5399,3521.54,6.83,953,1.5,116,Cycling,Fog,Home,Neutral,0,Thursday,1,Medium
365,2025-04-06,3832,2712.27,5.65,912,2.2,100,Running,Snow,Home,Tired,0,Sunday,1,High
61,2023-12-22,8880,2680.02,2.57,768,0.8,95,Gym Workout,Snow,Home,Neutral,0,Friday,1,High
502,2023-08-05,1893,2371.05,18.54,1047,1.3,113,Walking,Fog,Park,Tired,0,Saturday,1,Low
896,2025-01-05,3346,3387.46,19.3,1072,2.9,69,Gym Workout,Fog,Gym,Neutral,0,Sunday,1,High
557,2024-12-06,24913,1690.08,10.74,484,2.1,69,Walking,Rain,Park,Neutral,0,Friday,1,Low
152,2023-03-07,13500,1611.56,1.67,553,1.5,169,,Snow,Gym,Neutral,0,Tuesday,1,
129,2024-03-19,11644,3303.78,13.54,294,0.8,110,Yoga,Rain,Office,Happy,0,Tuesday,1,Low
843,2025-05-27,11545,3941.46,5.31,1225,0.6,102,,Fog,Other,Stressed,0,Tuesday,1,
560,2025-06-04,16417,2118.11,0.85,244,2.9,129,,Clear,Gym,Tired,0,Wednesday,1,
981,2024-11-23,3160,3746.19,6.82,1005,0.3,128,Running,Snow,Office,Neutral,0,Saturday,1,High
394,2025-07-12,5539,3020.21,0.05,1268,1.4,131,Gym Workout,Clear,Other,Neutral,0,Saturday,1,High
785,2023-01-06,6321,2110.37,14.45,482,0.5,122,Yoga,Rain,Office,Happy,0,Friday,1,Low
970,2024-07-08,23940,3466.83,16.9,119,0.5,118,Gym Workout,Rain,Gym,Happy,0,Monday,1,High
990,2025-04-09,19130,1678.9,13.45,96,0.9,145,Gym Workout,Fog,Gym,Tired,0,Wednesday,1,High
990,2023-09-21,13798,3528.13,9.3,1193,1.1,71,,Snow,Other,Tired,0,Thursday,1,
408,2025-06-24,13537,2444.54,2.14,401,2.7,140,,Rain,Gym,Happy,0,Tuesday,1,
56,2024-04-10,25812,2350.35,19.84,299,2.2,139,Yoga,Clear,Gym,Tired,0,Wednesday,1,Low
439,2023-06-15,24170,3752.49,11.71,460,0.8,162,Running,Clear,Other,Stressed,0,Thursday,1,High
309,2024-12-02,19989,3405.72,1.35,467,1.9,82,Cycling,Clear,Gym,Neutral,0,Monday,1,Medium
760,2025-05-10,24158,3038.95,6.17,1168,2.0,95,Swimming,Clear,Park,Neutral,0,Saturday,1,Medium
107,2023-10-08,7582,3283.86,7.77,1432,1.2,124,Gym Workout,Rain,Home,Neutral,0,Sunday,1,High
590,2023-11-24,26427,2060.9,12.38,1339,1.4,176,Walking,Clear,Gym,Neutral,0,Friday,1,Low
71,2025-09-10,1348,2743.53,16.57,518,1.8,82,,Rain,Other,Happy,0,Wednesday,1,
230,2023-07-07,16197,2977.94,10.36,390,1.7,80,Swimming,Rain,Other,Happy,0,Friday,1,Medium
165,2024-07-20,21299,2112.45,18.2,465,0.7,175,,Rain,Gym,Tired,0,Saturday,1,
884,2023-01-16,28183,1577.66,2.08,888,2.5,111,Running,Snow,Other,Happy,0,Monday,1,High
458,2025-07-12,26245,2541.18,9.31,101,0.9,120,Swimming,Snow,Park,Happy,0,Saturday,1,Medium
826,2023-04-26,5044,3809.99,2.37,621,1.2,146,Swimming,Clear,Home,Happy,0,Wednesday,1,Medium
957,2025-01-28,9931,1671.24,7.33,409,2.3,150,Gym Workout,Clear,Other,Stressed,0,Tuesday,1,High
